ID,Name,Description,Organization,Organization Type,Address,City,Postcode,Region,Latitude,Longitude,Phone,Email,Categories,Keywords,Min Age,Max Age,Youth Specific,Indigenous Specific,Data Source
e54877ab-0f27-4280-baa3-96b0b76fcaf3,"ATSILS Youth Legal Service - Brisbane","Free culturally appropriate legal services for Aboriginal and Torres Strait Islander young people. Services include:
- Criminal law representation in Children's Court
- Bail applications and support
- Legal advice for police matters
- Child protection representation
- Victims of crime assistance
- Stolen Wages applications
- Family law matters
- Anti-discrimination matters

Culturally safe service with Aboriginal and Torres Strait Islander lawyers and support workers. Field officers provide support beyond legal representation.","Aboriginal and Torres Strait Islander Legal Service",non_profit,"37 Herschel Street",Brisbane,4000,brisbane,-27.47060000,153.02420000,"[{"type":"voice","number":"(18) 0001 2255"}]",,"["legal_aid","court_support","advocacy","cultural_support"]","["aboriginal","torres strait islander","indigenous","legal","court","cultural","youth"]",10,25,false,true,aboriginal_torres_strait
56089fea-e9dc-4215-bd09-a3e2f01b4021,"ATSILS Youth Legal Service - Cairns","Culturally appropriate legal support for Aboriginal and Torres Strait Islander youth in Far North Queensland. Services include court representation, bail support, and connection to cultural programs.","Aboriginal and Torres Strait Islander Legal Service",non_profit,"104 Grafton Street",Cairns,4870,cairns,-16.92280000,145.77470000,"[{"type":"voice","number":"(18) 0001 2255"}]",,"["legal_aid","court_support","cultural_support"]","["aboriginal","torres strait islander","legal","cairns","youth"]",10,25,false,true,aboriginal_torres_strait
abc22ff8-8e88-4903-a2a4-8103255b3b55,"ATSILS Youth Legal Service - Townsville","Free legal services for Aboriginal and Torres Strait Islander young people in North Queensland. Includes criminal law, child protection, and cultural support services.","Aboriginal and Torres Strait Islander Legal Service",non_profit,"137 Flinders Street",Townsville,4810,townsville,-19.25900000,146.81810000,"[{"type":"voice","number":"(18) 0001 2255"}]",,"["legal_aid","court_support","cultural_support"]","["aboriginal","torres strait islander","legal","townsville","youth"]",10,25,false,true,aboriginal_torres_strait
56cb151f-e3b7-4486-84d3-42b231bd492b,"Aboriginal & Torres Strait Islander Youth Health Service","Holistic health and wellbeing services for Aboriginal and Torres Strait Islander young people. Services include:
- Youth health checks and immunizations
- Mental health and social emotional wellbeing support
- Sexual health education and services
- Drug and alcohol programs
- Nutrition and healthy lifestyle programs
- Cultural activities and camps
- Deadly Choices program
79a2218e-225c-4a1c-9e1f-3176248fb071,"Kids Helpline @ School Program","Free counselling sessions delivered in Queensland schools. Services include:
- Individual counselling sessions at school
- Group sessions on mental health topics
- Crisis response for schools
- Support for students affected by critical incidents
- Referrals to other services
- Follow-up support

Available to primary and secondary schools across Queensland. Schools can request this service for students who need extra support.","Kids Helpline",non_profit,"Available in Schools",Queensland,4000,statewide,-27.46980000,153.02510000,"[{"type":"voice","number":"(18) 0055 1800"}]",,"["mental_health","education_training"]","["school","counselling","mental health","students"]",5,18,true,false,crisis_support
5765731d-b295-4c44-8dcd-e66597512400,"Yarning Circle - Aboriginal and Torres Strait Islander Support Line","Culturally appropriate crisis support through 1800RESPECT for Aboriginal and Torres Strait Islander people affected by family violence and sexual assault. Services include:
- Yarning with Aboriginal and Torres Strait Islander counsellors
- Cultural safety and understanding
- Support in language where available
- Connection to local Aboriginal services
- Support for stolen generations survivors
- Family violence and sexual assault counselling
- Safety planning with cultural considerations

Available 24/7 through 1800RESPECT. Ask to speak with an Aboriginal or Torres Strait Islander counsellor.","1800RESPECT",government,"National Phone Service",Queensland,4000,statewide,-27.46980000,153.02510000,"[{"type":"voice","number":"(18) 0073 7732"}]",,"["crisis_support","cultural_support","family_support"]","["aboriginal","torres strait islander","yarning","crisis","family violence","cultural"]",12,99,false,true,crisis_support
000a0eef-bec2-4594-b4b8-caf95cbae372,"Brisbane Youth Justice Service Centre","Youth Justice Service Centre providing comprehensive support for young people aged 10-17 in the youth justice system. Services include:
- Bail support and supervision
- Court-ordered supervision
- Restorative justice conferencing  
- Connection to education and training
- Family and parenting programs
- Cultural support for Aboriginal and Torres Strait Islander young people
- Referrals to specialist services","Department of Youth Justice",government,"1 William Street",Brisbane,4000,brisbane,-27.46780000,153.02810000,"[{"type":"voice","number":"(07) 3097 1600"}]",brisbane.yj@justice.qld.gov.au,"["supervision","court_support","diversion","family_support","cultural_support"]","["youth justice","bail","supervision","court","restorative justice","conferencing"]",10,17,true,false,demo
2a2e0ce6-9095-45cf-8283-a316f3579714,"Brisbane Youth Justice Service Centre","Youth Justice Service Centre providing comprehensive support for young people aged 10-17 in the youth justice system. Services include:
- Bail support and supervision
- Court-ordered supervision
- Restorative justice conferencing  
- Connection to education and training
- Family and parenting programs
- Cultural support for Aboriginal and Torres Strait Islander young people
- Referrals to specialist services","Department of Youth Justice",government,"1 William Street",Brisbane,4000,brisbane,-27.46780000,153.02810000,"[{"type":"voice","number":"(07) 3097 1600"}]",,"["supervision","court_support","diversion","family_support","cultural_support"]","["youth justice","bail","supervision","court","restorative justice","conferencing"]",10,17,true,false,demo
c5ba1a0c-e5a3-444e-950a-e89f6d983a1f,"Gold Coast Youth Justice Service Centre","Youth Justice Service Centre providing comprehensive support for young people aged 10-17 in the youth justice system. Services include:
- Bail support and supervision
- Court-ordered supervision
- Restorative justice conferencing  
- Connection to education and training
- Family and parenting programs
- Cultural support for Aboriginal and Torres Strait Islander young people
- Referrals to specialist services","Department of Youth Justice",government,"Level 3, 50 Cavill Avenue",Surfers Paradise,4217,gold_coast,-28.01670000,153.40000000,"[{"type":"voice","number":"(07) 5665 5900"}]",,"["supervision","court_support","diversion","family_support","cultural_support"]","["youth justice","bail","supervision","court","restorative justice","conferencing"]",10,17,true,false,demo
40c2925f-9cc9-4bbd-b3c8-f69f993d939f,"Legal Aid Queensland - Townsville","Legal representation for young people in criminal matters, with specialist youth lawyers available for serious charges and Children's Court matters.","Legal Aid Queensland",government,"123 Example Street",Townsville,4000,townsville,-19.25890000,146.81690000,"[{"type":"voice","number":"1300 651 188"}]",,"["legal_aid","court_support"]","["legal_aid","court_support"]",10,17,true,false,demo
416a4419-b8b4-4133-b681-fa084ae00071,"Townsville Youth Justice Service Centre","Youth Justice Service Centre providing comprehensive support for young people aged 10-17 in the youth justice system. Services include:
- Bail support and supervision
- Court-ordered supervision
- Restorative justice conferencing  
- Connection to education and training
- Family and parenting programs
- Cultural support for Aboriginal and Torres Strait Islander young people
- Referrals to specialist services","Department of Youth Justice",government,"187 Stanley Street",Townsville,4810,townsville,-19.25760000,146.81780000,"[{"type":"voice","number":"(07) 4760 7600"}]",,"["supervision","court_support","diversion","family_support","cultural_support"]","["youth justice","bail","supervision","court","restorative justice","conferencing"]",10,17,true,true,demo
5de3b602-779c-4298-a25b-a3bdcab395c8,"Youth Advocacy Centre","Free advocacy and support for young people in contact with youth justice, child protection, education, and housing systems. Provides individual advocacy and systemic reform.","Youth Advocacy Centre",non_profit,"123 Example Street",Brisbane,4000,brisbane,-27.45610000,153.03520000,"[{"type":"voice","number":"(07) 3356 1002"}]",admin@yac.net.au,"["advocacy","legal_aid","housing","education_training"]","["advocacy","legal_aid","housing","education_training"]",10,25,true,false,demo
dee945f6-a476-410f-8514-4432ef816d74,"Youth Legal Service - Brisbane","Free legal advice and representation for young people under 18. Specializes in criminal law, child protection matters, and education law. Available for court representation and police interviews.","Legal Aid Queensland",government,"123 Example Street",Brisbane,4000,brisbane,-27.47050000,153.02600000,"[{"type":"voice","number":"1300 651 188"}]",youthlegal@legalaid.qld.gov.au,"["legal_aid","advocacy","court_support"]","["legal_aid","advocacy","court_support"]",10,17,true,false,demo
8b32f943-dd6e-4037-b726-25d03b8f5e63,"headspace Brisbane","Free mental health and wellbeing support for young people aged 12-25. Services include:
- Mental health support and counselling
- Physical and sexual health advice
- Alcohol and other drug services  
- Work, school and study support
- General health services
- Online and phone support available
- No referral needed - young people can self-refer
- Bulk billing available for most services","headspace National Youth Mental Health Foundation",non_profit,"Level 2",139 Melbourne Street,4101,brisbane,-27.47810000,153.01700000,"[{"type":"voice","number":"(07) 3114 4200"}]",headspace.brisbane@health.qld.gov.au,"["mental_health","substance_abuse","education_training"]","["mental health","counselling","psychology","youth","wellbeing","drug","alcohol","education","employment"]",12,25,true,false,demo
dd3872a2-a186-4311-8e4f-f6194bce36e6,"headspace Cairns","Free mental health and wellbeing support for young people aged 12-25. Services include:
- Mental health support and counselling
- Physical and sexual health advice
- Alcohol and other drug services  
- Work, school and study support
- General health services
- Online and phone support available
- No referral needed - young people can self-refer
- Bulk billing available for most services","headspace National Youth Mental Health Foundation",non_profit,"176 Grafton Street",Cairns QLD 4870,4870,cairns,-16.92350000,145.77030000,"[{"type":"voice","number":"(07) 4041 6850"}]",,"["mental_health","substance_abuse","education_training"]","["mental health","counselling","psychology","youth","wellbeing","drug","alcohol","education","employment"]",12,25,true,false,demo
71a6bb9d-f562-4a55-9594-5ade1c9fc013,"headspace Bundaberg","Free mental health and wellbeing support for young people aged 12-25. Services include:
- Mental health support and counselling
- Physical and sexual health advice
- Alcohol and other drug services  
- Work, school and study support
- General health services
- Online and phone support available
- No referral needed - young people can self-refer
- Bulk billing available for most services","headspace National Youth Mental Health Foundation",non_profit,"6 Barolin Street",Bundaberg QLD 4670,4670,bundaberg,-24.86560000,152.35080000,"[{"type":"voice","number":"(07) 4151 1129"}]",,"["mental_health","substance_abuse","education_training"]","["mental health","counselling","psychology","youth","wellbeing","drug","alcohol","education","employment"]",12,25,true,false,headspace
47f3493c-0ade-42b7-9054-740d33a4bcc4,"headspace Caboolture","Free mental health and wellbeing support for young people aged 12-25. Services include:
- Mental health support and counselling
- Physical and sexual health advice
- Alcohol and other drug services  
- Work, school and study support
- General health services
- Online and phone support available
- No referral needed - young people can self-refer
- Bulk billing available for most services","headspace National Youth Mental Health Foundation",non_profit,"32 King Street",Caboolture QLD 4510,4510,brisbane,-27.08340000,152.95170000,"[{"type":"voice","number":"(07) 5294 5480"}]",,"["mental_health","substance_abuse","education_training"]","["mental health","counselling","psychology","youth","wellbeing","drug","alcohol","education","employment"]",12,25,true,false,headspace
73ab1521-913d-48e8-869f-0969b75ae080,"headspace Fraser Coast","Free mental health and wellbeing support for young people aged 12-25. Services include:
- Mental health support and counselling
- Physical and sexual health advice
- Alcohol and other drug services  
- Work, school and study support
- General health services
- Online and phone support available
- No referral needed - young people can self-refer
- Bulk billing available for most services","headspace National Youth Mental Health Foundation",non_profit,"422 Kent Street",Maryborough QLD 4650,4650,hervey_bay,-25.53780000,152.70190000,"[{"type":"voice","number":"(07) 4122 0820"}]",,"["mental_health","substance_abuse","education_training"]","["mental health","counselling","psychology","youth","wellbeing","drug","alcohol","education","employment"]",12,25,true,false,headspace
3eca9f64-9a48-48ef-a109-6089b400142c,"headspace Gladstone","Free mental health and wellbeing support for young people aged 12-25. Services include:
- Mental health support and counselling
- Physical and sexual health advice
- Alcohol and other drug services  
- Work, school and study support
- General health services
- Online and phone support available
- No referral needed - young people can self-refer
- Bulk billing available for most services","headspace National Youth Mental Health Foundation",non_profit,"147 Goondoon Street",Gladstone QLD 4680,4680,gladstone,-23.84290000,151.25710000,"[{"type":"voice","number":"(07) 4976 2466"}]",,"["mental_health","substance_abuse","education_training"]","["mental health","counselling","psychology","youth","wellbeing","drug","alcohol","education","employment"]",12,25,true,false,headspace
d52c3019-e32d-41cd-adea-8e7be2540255,"headspace Gold Coast","Free mental health and wellbeing support for young people aged 12-25. Services include:
- Mental health support and counselling
- Physical and sexual health advice
- Alcohol and other drug services  
- Work, school and study support
- General health services
- Online and phone support available
- No referral needed - young people can self-refer
- Bulk billing available for most services","headspace National Youth Mental Health Foundation",non_profit,"Level 1",1 Bay Street,4215,gold_coast,-27.97160000,153.41460000,"[{"type":"voice","number":"(07) 5509 0900"}]",,"["mental_health","substance_abuse","education_training"]","["mental health","counselling","psychology","youth","wellbeing","drug","alcohol","education","employment"]",12,25,true,false,headspace
e9489b4b-2f2e-4a4e-bc61-371b70a6edaa,"headspace Ipswich","Free mental health and wellbeing support for young people aged 12-25. Services include:
- Mental health support and counselling
- Physical and sexual health advice
- Alcohol and other drug services  
- Work, school and study support
- General health services
- Online and phone support available
- No referral needed - young people can self-refer
- Bulk billing available for most services","headspace National Youth Mental Health Foundation",non_profit,"15 Gordon Street",Ipswich QLD 4305,4305,brisbane,-27.61390000,152.75940000,"[{"type":"voice","number":"(07) 3280 7900"}]",,"["mental_health","substance_abuse","education_training"]","["mental health","counselling","psychology","youth","wellbeing","drug","alcohol","education","employment"]",12,25,true,false,headspace
0c59f0a0-a88d-46f1-8e5e-aa2b7ea73635,"headspace Logan","Free mental health and wellbeing support for young people aged 12-25. Services include:
- Mental health support and counselling
- Physical and sexual health advice
- Alcohol and other drug services  
- Work, school and study support
- General health services
- Online and phone support available
- No referral needed - young people can self-refer
- Bulk billing available for most services","headspace National Youth Mental Health Foundation",non_profit,"10-16 Civic Parade",Logan Central QLD 4114,4114,brisbane,-27.63930000,153.10990000,"[{"type":"voice","number":"(07) 3387 1200"}]",,"["mental_health","substance_abuse","education_training"]","["mental health","counselling","psychology","youth","wellbeing","drug","alcohol","education","employment"]",12,25,true,false,headspace
cbaf3622-a641-4990-855a-485c81009547,"headspace Mackay","Free mental health and wellbeing support for young people aged 12-25. Services include:
- Mental health support and counselling
- Physical and sexual health advice
- Alcohol and other drug services  
- Work, school and study support
- General health services
- Online and phone support available
- No referral needed - young people can self-refer
- Bulk billing available for most services","headspace National Youth Mental Health Foundation",non_profit,"Level 1",60 Wood Street,4740,mackay,-21.14250000,149.18470000,"[{"type":"voice","number":"(07) 4842 1600"}]",,"["mental_health","substance_abuse","education_training"]","["mental health","counselling","psychology","youth","wellbeing","drug","alcohol","education","employment"]",12,25,true,false,headspace
04617f25-2712-4a6a-b551-3deff7a75671,"headspace Mount Isa","Free mental health and wellbeing support for young people aged 12-25. Services include:
- Mental health support and counselling
- Physical and sexual health advice
- Alcohol and other drug services  
- Work, school and study support
- General health services
- Online and phone support available
- No referral needed - young people can self-refer
- Bulk billing available for most services","headspace National Youth Mental Health Foundation",non_profit,"17-19 Isa Street",Mount Isa QLD 4825,4825,mount_isa,-20.72600000,139.49490000,"[{"type":"voice","number":"(07) 4743 2746"}]",,"["mental_health","substance_abuse","education_training"]","["mental health","counselling","psychology","youth","wellbeing","drug","alcohol","education","employment"]",12,25,true,false,headspace
7bb75d21-960b-4831-a64e-093fab94462b,"headspace Rockhampton","Free mental health and wellbeing support for young people aged 12-25. Services include:
- Mental health support and counselling
- Physical and sexual health advice
- Alcohol and other drug services  
- Work, school and study support
- General health services
- Online and phone support available
- No referral needed - young people can self-refer
- Bulk billing available for most services","headspace National Youth Mental Health Foundation",non_profit,"134 Alma Street",Rockhampton QLD 4700,4700,rockhampton,-23.37820000,150.50940000,"[{"type":"voice","number":"(07) 4921 5335"}]",,"["mental_health","substance_abuse","education_training"]","["mental health","counselling","psychology","youth","wellbeing","drug","alcohol","education","employment"]",12,25,true,false,headspace
615734c5-c42b-4112-8079-08de879a69d7,"headspace Sunshine Coast","Free mental health and wellbeing support for young people aged 12-25. Services include:
- Mental health support and counselling
- Physical and sexual health advice
- Alcohol and other drug services  
- Work, school and study support
- General health services
- Online and phone support available
- No referral needed - young people can self-refer
- Bulk billing available for most services","headspace National Youth Mental Health Foundation",non_profit,"37 First Avenue",Maroochydore QLD 4558,4558,sunshine_coast,-26.65460000,153.09050000,"[{"type":"voice","number":"(07) 5479 3958"}]",,"["mental_health","substance_abuse","education_training"]","["mental health","counselling","psychology","youth","wellbeing","drug","alcohol","education","employment"]",12,25,true,false,headspace
e15ebb44-9cb0-47f4-a4c1-6ceeb3927351,"headspace Toowoomba","Free mental health and wellbeing support for young people aged 12-25. Services include:
- Mental health support and counselling
- Physical and sexual health advice
- Alcohol and other drug services  
- Work, school and study support
- General health services
- Online and phone support available
- No referral needed - young people can self-refer
- Bulk billing available for most services","headspace National Youth Mental Health Foundation",non_profit,"484 Ruthven Street",Toowoomba QLD 4350,4350,toowoomba,-27.55670000,151.95370000,"[{"type":"voice","number":"(07) 4639 9000"}]",,"["mental_health","substance_abuse","education_training"]","["mental health","counselling","psychology","youth","wellbeing","drug","alcohol","education","employment"]",12,25,true,false,headspace
f5273448-5fc9-4e03-88ff-e79fe1759f20,"headspace Townsville","Free mental health and wellbeing support for young people aged 12-25. Services include:
- Mental health support and counselling
- Physical and sexual health advice
- Alcohol and other drug services  
- Work, school and study support
- General health services
- Online and phone support available
- No referral needed - young people can self-refer
- Bulk billing available for most services","headspace National Youth Mental Health Foundation",non_profit,"143 Walker Street",Townsville QLD 4810,4810,townsville,-19.26270000,146.81620000,"[{"type":"voice","number":"(07) 4799 5000"}]",,"["mental_health","substance_abuse","education_training"]","["mental health","counselling","psychology","youth","wellbeing","drug","alcohol","education","employment"]",12,25,true,false,headspace
4523601d-3bc5-4fc7-8e44-ad67a225eb95,"Legal Aid Queensland - Brisbane - Youth Legal Service","Free legal help for young people under 18 at the Brisbane office. Services include:
- Criminal law advice and representation
- Children's Court appearances  
- Police interview assistance
- Bail applications
- Child protection matters
- School suspensions and exclusions
- Fines and debt issues

Specialist youth lawyers available. No appointment needed for urgent matters. Phone advice available on 1300 651 188.","Legal Aid Queensland",government,"44 Herschel Street",Brisbane QLD 4000,4000,brisbane,-27.46980000,153.02510000,"[{"type":"voice","number":"(13) 0065 1188"}]",,"["legal_aid","court_support","advocacy"]","["legal aid","lawyer","court","criminal","youth","children's court","free legal help"]",10,17,true,false,legal_aid_qld
28f288e2-7ec1-427e-89c1-25481a68b266,"Legal Aid Queensland - Bundaberg - Youth Legal Service","Free legal help for young people under 18 at the Bundaberg office. Services include:
- Criminal law advice and representation
- Children's Court appearances  
- Police interview assistance
- Bail applications
- Child protection matters
- School suspensions and exclusions
- Fines and debt issues

Specialist youth lawyers available. No appointment needed for urgent matters. Phone advice available on 1300 651 188.","Legal Aid Queensland",government,"3rd Floor",WIN Tower,4670,bundaberg,-24.86690000,152.35220000,"[{"type":"voice","number":"(13) 0065 1188"}]",,"["legal_aid","court_support","advocacy"]","["legal aid","lawyer","court","criminal","youth","children's court","free legal help"]",10,17,true,false,legal_aid_qld
a6d89e3c-b2a8-4874-8675-f416bc002c34,"Legal Aid Queensland - Caboolture - Youth Legal Service","Free legal help for young people under 18 at the Caboolture office. Services include:
- Criminal law advice and representation
- Children's Court appearances  
- Police interview assistance
- Bail applications
- Child protection matters
- School suspensions and exclusions
- Fines and debt issues

Specialist youth lawyers available. No appointment needed for urgent matters. Phone advice available on 1300 651 188.","Legal Aid Queensland",government,"79 King Street",Caboolture QLD 4510,4510,brisbane,-27.08490000,152.95190000,"[{"type":"voice","number":"(13) 0065 1188"}]",,"["legal_aid","court_support","advocacy"]","["legal aid","lawyer","court","criminal","youth","children's court","free legal help"]",10,17,true,false,legal_aid_qld
8c1f1065-0b86-453b-b04e-c4558d3704c0,"Legal Aid Queensland - Cairns - Youth Legal Service","Free legal help for young people under 18 at the Cairns office. Services include:
- Criminal law advice and representation
- Children's Court appearances  
- Police interview assistance
- Bail applications
- Child protection matters
- School suspensions and exclusions
- Fines and debt issues

Specialist youth lawyers available. No appointment needed for urgent matters. Phone advice available on 1300 651 188.","Legal Aid Queensland",government,"104 Grafton Street",Cairns QLD 4870,4870,cairns,-16.92280000,145.77470000,"[{"type":"voice","number":"(13) 0065 1188"}]",,"["legal_aid","court_support","advocacy"]","["legal aid","lawyer","court","criminal","youth","children's court","free legal help"]",10,17,true,false,legal_aid_qld
b776e8b8-1ced-4398-a51e-c7a83b78af63,"Legal Aid Queensland - Gold Coast - Youth Legal Service","Free legal help for young people under 18 at the Gold Coast office. Services include:
- Criminal law advice and representation
- Children's Court appearances  
- Police interview assistance
- Bail applications
- Child protection matters
- School suspensions and exclusions
- Fines and debt issues

Specialist youth lawyers available. No appointment needed for urgent matters. Phone advice available on 1300 651 188.","Legal Aid Queensland",government,"Level 3",25 Elkhorn Avenue,4217,gold_coast,-28.00340000,153.43020000,"[{"type":"voice","number":"(13) 0065 1188"}]",,"["legal_aid","court_support","advocacy"]","["legal aid","lawyer","court","criminal","youth","children's court","free legal help"]",10,17,true,false,legal_aid_qld
